Alte Mühle;1;-821;-780;Nebelgeist Argarie;http://welt1.freewar.de/freewar/images/map/dranaralte13.jpg;
Alte Mühle;1;-825;-779;Nebelgeist Wrozie;http://welt1.freewar.de/freewar/images/map/dranaralte12.jpg;
Alte Mühle;1;-824;-779;Nebelgeist Napirie;http://welt1.freewar.de/freewar/images/map/dranaralte11.jpg;
Alte Mühle;1;-823;-779;Nebelblume;http://welt1.freewar.de/freewar/images/map/dranaralte10.jpg;
Alte Mühle;1;-821;-779;Nebelkreischer;http://welt1.freewar.de/freewar/images/map/dranaralte9.jpg;
Alte Mühle;1;-825;-778;Nebelgeist Girie;http://welt1.freewar.de/freewar/images/map/dranar2alte5.jpg;
Alte Mühle;1;-824;-778;Nebelgeist Bargu;http://welt1.freewar.de/freewar/images/map/dranaralte8.jpg;
Alte Mühle;1;-823;-778;Nebelschleimer;http://welt1.freewar.de/freewar/images/map/dranaralte7.jpg;
Alte Mühle;1;-822;-778;Nebelschnecke;http://welt1.freewar.de/freewar/images/map/dranaralte6.jpg;
Alte Mühle;1;-821;-778;Nebelkrebs;http://welt1.freewar.de/freewar/images/map/dranaralte5.jpg;
Alte Mühle;1;-825;-777;Bruder des Nebelbesens;http://welt1.freewar.de/freewar/images/map/dranar2alte2.jpg;
Alte Mühle;1;-824;-777;Nebelgeist Murahn;http://welt1.freewar.de/freewar/images/map/dranaralte4.jpg;
Alte Mühle;1;-823;-777;Nebelgeist Sorlie;http://welt1.freewar.de/freewar/images/map/dranaralte3.jpg;
Alte Mühle;1;-822;-777;kleiner Nebelkreischer;http://welt1.freewar.de/freewar/images/map/dranaralte2.jpg;
Alte Mühle;1;-821;-777;Nebelhüpfer;http://welt1.freewar.de/freewar/images/map/dranar2alte3.jpg;
Alte Mühle;1;-824;-776;Nebelwiesel;http://welt1.freewar.de/freewar/images/map/dranar2alte4.jpg;
Alte Mühle;1;-823;-776;umnebeltes Schlangentier;http://welt1.freewar.de/freewar/images/map/dranar2alte1.jpg;
Alte Mühle;1;-822;-776;Nebelgeist Viginur;http://welt1.freewar.de/freewar/images/map/dranaralte1.jpg;
Altes Gewölbe;1;-249;-349;Hulnodar-Heiler;http://welt1.freewar.de/freewar/images/map/18_zak_katakomben.jpg;
Altes Gewölbe;1;-246;-349;Hulnodar-Heiler;http://welt1.freewar.de/freewar/images/map/16_zak_katakomben.jpg;
Altes Gewölbe;1;-245;-349;Hulnodar-Heiler;http://welt1.freewar.de/freewar/images/map/20_zak_katakomben.jpg;
Altes Gewölbe;1;-244;-349;Hulnodar-Heiler;http://welt1.freewar.de/freewar/images/map/5_zak_katakomben.jpg;
Altes Gewölbe;1;-243;-349;Hulnodar-Heiler;http://welt1.freewar.de/freewar/images/map/11_zak_katakomben.jpg;
Altes Gewölbe;1;-249;-348;Hulnodar-Heiler;http://welt1.freewar.de/freewar/images/map/9_zak_katakomben.jpg;
Altes Gewölbe;1;-248;-348;Hulnodar-Heiler;http://welt1.freewar.de/freewar/images/map/4_zak_katakomben.jpg;
Altes Gewölbe;1;-247;-348;Hulnodar-Heiler;http://welt1.freewar.de/freewar/images/map/25_zak_katakomben.jpg;
Altes Gewölbe;1;-246;-348;Hulnodar-Heiler;http://welt1.freewar.de/freewar/images/map/21_zak_katakomben.jpg;
Altes Gewölbe;1;-245;-348;Hulnodar-Heiler;http://welt1.freewar.de/freewar/images/map/7_zak_katakomben.jpg;
Altes Gewölbe;1;-244;-348;Hulnodar-Heiler;http://welt1.freewar.de/freewar/images/map/26_zak_katakomben.jpg;
Altes Gewölbe;1;-243;-348;Hulnodar-Heiler;http://welt1.freewar.de/freewar/images/map/1_zak_katakomben.jpg;
Altes Gewölbe;1;-248;-347;Hulnodar-Heiler;http://welt1.freewar.de/freewar/images/map/10_zak_katakomben.jpg;
Altes Gewölbe;1;-247;-347;Hulnodar-Heiler;http://welt1.freewar.de/freewar/images/map/6_zak_katakomben.jpg;
Altes Gewölbe;1;-246;-347;Hulnodar-Heiler;http://welt1.freewar.de/freewar/images/map/14_zak_katakomben.jpg;
Altes Gewölbe;1;-245;-347;Hulnodar-Heiler;http://welt1.freewar.de/freewar/images/map/15_zak_katakomben.jpg;
Altes Gewölbe;1;-244;-347;Hulnodar-Heiler;http://welt1.freewar.de/freewar/images/map/12_zak_katakomben.jpg;
Altes Gewölbe;1;-247;-346;Hulnodar-Heiler;http://welt1.freewar.de/freewar/images/map/24_zak_katakomben.jpg;
Altes Gewölbe;1;-246;-346;Hulnodar-Heiler;http://welt1.freewar.de/freewar/images/map/19_zak_katakomben.jpg;
Altes Gewölbe;1;-245;-346;Hulnodar-Heiler;http://welt1.freewar.de/freewar/images/map/23_zak_katakomben.jpg;
Altes Gewölbe;1;-246;-345;;http://welt1.freewar.de/freewar/images/map/8_zak_katakomben.jpg;
Anatubien;1;84;98;Wurzelwurm;http://welt1.freewar.de/freewar/images/map/weinberg3.jpg;
Anatubien;1;84;99;Großer Bohnenschnapper;http://welt1.freewar.de/freewar/images/map/weinberg1.jpg;
Anatubien;1;85;99;Koloa-Käfer;http://welt1.freewar.de/freewar/images/map/weinberg2.jpg;
Anatubien;1;86;99;Großer Bohnenschnapper;http://welt1.freewar.de/freewar/images/map/weinberg3.jpg;
Anatubien;1;87;99;Koloa-Käfer;http://welt1.freewar.de/freewar/images/map/weinberg4.jpg;
Anatubien;1;88;99;Wurzelwurm;http://welt1.freewar.de/freewar/images/map/weinberg2.jpg;
Anatubien;1;84;100;;http://welt1.freewar.de/freewar/images/map/weinberg5.jpg;
Anatubien;1;85;100;Wurzelwurm;http://welt1.freewar.de/freewar/images/map/weinberg6.jpg;
Anatubien;1;86;100;Koloa-Käfer;http://welt1.freewar.de/freewar/images/map/weinberg7.jpg;
Anatubien;1;87;100;Großer Bohnenschnapper;http://welt1.freewar.de/freewar/images/map/weinberg8.jpg;
Anatubien;1;90;100;;http://welt1.freewar.de/freewar/images/map/onloshop.jpg;
Anatubien;1;85;101;Blattspinne;http://welt1.freewar.de/freewar/images/map/waldblau15.jpg;
Anatubien;1;89;101;;http://welt1.freewar.de/freewar/images/map/onlospawn.jpg;
Anatubien;1;90;101;Waldschlurch;http://welt1.freewar.de/freewar/images/map/forest4.jpg;
Anatubien;1;84;102;;http://welt1.freewar.de/freewar/images/map/akademie1.jpg;
Anatubien;1;85;102;Silberfuchs;http://welt1.freewar.de/freewar/images/map/forest3.jpg;
Anatubien;1;86;102;;http://welt1.freewar.de/freewar/images/map/asche2.jpg;
Anatubien;1;87;102;Wächter des Vulkans;http://welt1.freewar.de/freewar/images/map/asche1.jpg;
Anatubien;1;88;102;Großer Lava-Käfer;http://welt1.freewar.de/freewar/images/map/asche2.jpg;
Anatubien;1;89;102;;http://welt1.freewar.de/freewar/images/map/forest5.jpg;
Anatubien;1;90;102;;http://welt1.freewar.de/freewar/images/map/onlosteine.jpg;
Anatubien;1;86;103;Aschenvogel;http://welt1.freewar.de/freewar/images/map/asche3.jpg;
Anatubien;1;87;103;;http://welt1.freewar.de/freewar/images/map/vulkan.jpg;
Anatubien;1;88;103;Lava-Käfer;http://welt1.freewar.de/freewar/images/map/asche1.jpg;
Anatubien;1;89;103;Waldschlurch/Sprungechse;http://welt1.freewar.de/freewar/images/map/forest5.jpg;
Anatubien;1;90;103;Gelbkatze;http://welt1.freewar.de/freewar/images/map/forest4.jpg;
Anatubien;1;86;104;Wächter des Vulkans;http://welt1.freewar.de/freewar/images/map/asche1.jpg;
Anatubien;1;87;104;Aschenvogel;http://welt1.freewar.de/freewar/images/map/asche2.jpg;
Anatubien;1;88;104;Aschenvogel;http://welt1.freewar.de/freewar/images/map/asche3.jpg;
Anatubien;1;89;104;;http://welt1.freewar.de/freewar/images/map/kim.jpg;
Anatubien;1;88;105;;http://welt1.freewar.de/freewar/images/map/hotel1.jpg;
Avarin;1;112;126;Felsenassel;http://welt1.freewar.de/freewar/images/map/avarindieoase28.jpg;
Avarin;1;108;127;Felsenschreier;http://welt1.freewar.de/freewar/images/map/avarindieoase19.jpg;
Avarin;1;109;127;Felsenassel;http://welt1.freewar.de/freewar/images/map/avarindieoase2.jpg;
Avarin;1;110;127;Felsenechse;http://welt1.freewar.de/freewar/images/map/avarindieoase22.jpg;
Avarin;1;111;127;Felsenkriecher;http://welt1.freewar.de/freewar/images/map/avarindieoase7.jpg;
Avarin;1;112;127;Felsenkriecher;http://welt1.freewar.de/freewar/images/map/avarindieoase34.jpg;
Avarin;1;109;128;Torpon-Schlange;http://welt1.freewar.de/freewar/images/map/avarindieoase1.jpg;
Avarin;1;110;128;Felsenwurm;http://welt1.freewar.de/freewar/images/map/avarindieoase34.jpg;
Avarin;1;111;128;Felsenassel;http://welt1.freewar.de/freewar/images/map/avarindieoase8.jpg;
